num_traj,data_id,shortest_distance,S_stick,S_engage
0,0,0.05356904642852812,0.0,0.0
0,1,0.00017922929976667447,0.0,0.0
0,2,9.307353756732772e-06,1.0167557881874045,8.390338995320775
0,3,0.00014603023328639287,0.0,0.0
0,4,9.225480741842675e-06,0.0,0.0
0,5,9.332885879723136e-06,0.21578283568994233,1.998045184377218
0,6,8.60857445704958e-06,0.11101389194787534,1.0279008484898364
0,7,3.8900421229809793e-07,0.17637705820621707,1.6331668730358462
0,8,0.0030872123602783998,0.9642797925823594,8.926936659221655
0,9,0.5303474153707352,0.0,0.0
1,0,0.07211947973026801,0.0,0.0
1,1,0.012175281731850392,0.0,0.0
1,2,0.00011733316308956315,0.0,0.0
1,3,7.620565611189635e-06,1.1832570712354897,2.577096397748128
1,4,9.102977661940735e-06,0.6755010425461375,1.4841929102096647
1,5,3.6783270378609837e-06,0.4673650031353753,1.0268788109704035
1,6,0.0023773521202624546,11.31796384442709,24.867063734638826
1,7,0.09983780974043696,0.0,0.0
1,8,0.34527050614363924,0.0,0.0
1,9,0.5639147674106452,0.0,0.0
2,0,0.031204610870758702,0.0,0.0
2,1,1.0032108706566799e-05,1.2828375959282845,3.6119559992679933
2,2,9.884694356151684e-07,0.0,0.0
2,3,1.0422960579512108e-05,1.2645272873241997,3.6321297581317715
2,4,8.65838200132663e-06,0.4164200786280869,1.196255327687958
2,5,0.0013506392445217536,11.318590079826258,32.515092527994334
2,6,0.16611989175874614,0.0,0.0
2,7,0.4290692286759356,0.0,0.0
2,8,0.6207163823449714,0.0,0.0
2,9,0.7111129841365624,0.0,0.0
3,0,0.012391626598666342,0.0,0.0
3,1,0.000297018369961736,0.0,0.0
3,2,2.4710690858886204e-05,0.28267334874705824,0.462764723854473
3,3,2.1178861407977042e-05,0.0,0.0
3,4,1.684611709756147e-05,0.8084049899343564,1.323446373306462
3,5,0.0008839735060000911,0.7877377689153314,1.2895747440294927
3,6,0.0008389857368085558,0.0,0.0
3,7,0.21694661273677587,0.0,0.0
3,8,0.46046613421868793,0.0,0.0
3,9,0.687898109215322,0.0,0.0
4,0,0.05468464944400433,0.0,0.0
4,1,0.0021363970322910266,0.0,0.0
4,2,3.548914287031635e-05,0.0,0.0
4,3,1.0525503076825508e-05,3.465521935263288,4.832951535278824
4,4,0.0001461848926859345,0.0,0.0
4,5,2.6139407374810654e-05,1.2570048497245907,1.7552875518598732
4,6,3.890232240794879e-05,0.0,0.0
4,7,0.006713503367260935,0.0,0.0
4,8,0.02958891409797166,0.0,0.0
4,9,0.1185779126823915,0.0,0.0
5,0,0.05591140303802784,0.0,0.0
5,1,9.410333321172304e-06,3.3087489541844772,10.334278289311275
5,2,5.557550647763706e-06,0.0,0.0
5,3,1.54515641373562e-05,0.5538663800712937,2.0384108716227507
5,4,9.683280254341764e-06,0.19186022440570727,0.6738941806700421
5,5,0.0017847189647039947,0.72710280358477,2.59725311794404
5,6,6.05376477828506e-05,4.046754712513378,12.974336148703443
5,7,5.9876298592667194e-05,2.7933467905125293,9.15763765885611
5,8,6.434998647301783e-05,4.052274176661785,12.550194031264198
5,9,6.601125112212352e-05,3.4429434156110212,10.749791208919733
6,0,0.03261237290941412,1.0134801573854189,13.18455420269084
6,1,1.9226811785161036e-05,0.24258269281438835,5.325364475185619
6,2,4.1385658951807614e-05,0.0,0.0
6,3,1.3565802220008521e-05,0.027491229793795535,0.2664003150625173
6,4,0.0009487766066637198,0.2446994935618217,6.194090199528662
6,5,0.004552653437611515,0.0,0.0
6,6,0.07048002892882432,0.0,0.0
6,7,0.1373517112894897,0.0,0.0
6,8,0.15914926032179996,0.0,0.0
6,9,0.1597786222875521,0.0,0.0
7,0,0.0757392524981258,0.0,0.0
7,1,0.01836983595867836,0.0,0.0
7,2,1.6620861281507865e-05,3.9447188696257034,8.11007485798735
7,3,0.00011857145377353402,0.0,0.0
7,4,7.988036949115214e-06,0.7669002766021807,2.001069662246641
7,5,2.3955415359734973e-05,2.335156061469163,6.091707592758071
7,6,0.00028311615791246547,0.7156356761488358,1.867325430833674
7,7,0.08889424589344795,0.0,0.0
7,8,0.23705299904721033,0.0,0.0
7,9,0.23723013141939026,0.0,0.0
8,0,0.04511821712913407,0.0,0.0
8,1,0.00013098549853252022,0.0,0.0
8,2,1.1901706674408888e-05,0.8606157613278539,1.5085742937971804
8,3,1.1738575517613694e-05,3.153833332476188,5.462332218917728
8,4,9.938342398953154e-06,1.686688693147513,2.569112832381011
8,5,8.853114541742391e-06,1.19385549346632,2.096611269116598
8,6,6.173745163625247e-06,1.177900189183912,2.0664136781471574
8,7,3.580453788938296e-05,2.3439604503015774,4.1160583050399335
8,8,0.003660688869132304,0.0,0.0
8,9,0.08706980545269805,0.0,0.0
9,0,0.08093130313330724,0.0,0.0
9,1,0.019851201881189273,0.0,0.0
